日付,駅名,乗車人員数
2024-01-26,すすきの,22973
2024-01-27,さっぽろ（南北線）,50059
2024-01-27,さっぽろ（東豊線）,20821
2024-01-27,大通（南北線）,47053
2024-01-27,大通（東西線）,17681
2024-01-27,大通（東豊線）,13160
2024-01-27,すすきの,24272
2024-01-28,さっぽろ（南北線）,40012
2024-01-28,さっぽろ（東豊線）,17324
2024-01-28,大通（南北線）,36709
2024-01-28,大通（東西線）,13548
2024-01-28,大通（東豊線）,10314
2024-01-28,すすきの,19154
2024-01-29,さっぽろ（南北線）,55203
2024-01-29,さっぽろ（東豊線）,28350
2024-01-29,大通（南北線）,44837
2024-01-29,大通（東西線）,21788
2024-01-29,大通（東豊線）,16044
2024-01-29,すすきの,17486
2024-01-30,さっぽろ（南北線）,55441
2024-01-30,さっぽろ（東豊線）,28183
2024-01-30,大通（南北線）,45099
2024-01-30,大通（東西線）,21923
2024-01-30,大通（東豊線）,16108
2024-01-30,すすきの,18034
2024-01-31,さっぽろ（南北線）,54751
2024-01-31,さっぽろ（東豊線）,28217
2024-01-31,大通（南北線）,45300
2024-01-31,大通（東西線）,21583
2024-01-31,大通（東豊線）,16277
2024-01-31,すすきの,18535
2019-04-01,さっぽろ（南北線）,55586
2019-04-01,さっぽろ（東豊線）,29616
2019-04-01,大通（南北線）,42896
2019-04-01,大通（東西線）,21767
2019-04-01,大通（東豊線）,14779
2019-04-01,すすきの,15101
2019-04-02,さっぽろ（南北線）,54586
2019-04-02,さっぽろ（東豊線）,30949
2019-04-02,大通（南北線）,42870
2019-04-02,大通（東西線）,21417
2019-04-02,大通（東豊線）,15425
2019-04-02,すすきの,14449
2019-04-03,さっぽろ（南北線）,55401
2019-04-03,さっぽろ（東豊線）,31131
2019-04-03,大通（南北線）,44169
2019-04-03,大通（東西線）,21316
2019-04-03,大通（東豊線）,15375
2019-04-03,すすきの,14982
2019-04-04,さっぽろ（南北線）,56233
2019-04-04,さっぽろ（東豊線）,30839
2019-04-04,大通（南北線）,44919
2019-04-04,大通（東西線）,21625
2019-04-04,大通（東豊線）,15031
2019-04-04,すすきの,15398
2019-04-05,さっぽろ（南北線）,58977
2019-04-05,さっぽろ（東豊線）,31572
2019-04-05,大通（南北線）,47744
2019-04-05,大通（東西線）,22218
2019-04-05,大通（東豊線）,15769
2019-04-05,すすきの,18252
2019-04-06,さっぽろ（南北線）,49399
2019-04-06,さっぽろ（東豊線）,26182
2019-04-06,大通（南北線）,41795
2019-04-06,大通（東西線）,16298
2019-04-06,大通（東豊線）,12529
2019-04-06,すすきの,18776
2019-04-07,さっぽろ（南北線）,37412
2019-04-07,さっぽろ（東豊線）,17870
2019-04-07,大通（南北線）,32389
2019-04-07,大通（東西線）,12368
2019-04-07,大通（東豊線）,8680
2019-04-07,すすきの,13771
2019-04-08,さっぽろ（南北線）,52480
2019-04-08,さっぽろ（東豊線）,30550
2019-04-08,大通（南北線）,41182
2019-04-08,大通（東西線）,20746
2019-04-08,大通（東豊線）,14792
2019-04-08,すすきの,13734
2019-04-09,さっぽろ（南北線）,53793
2019-04-09,さっぽろ（東豊線）,31268
2019-04-09,大通（南北線）,41868
2019-04-09,大通（東西線）,20576
2019-04-09,大通（東豊線）,14660
2019-04-09,すすきの,13950
2019-04-10,さっぽろ（南北線）,54583
2019-04-10,さっぽろ（東豊線）,33268
2019-04-10,大通（南北線）,42976
2019-04-10,大通（東西線）,21289
2019-04-10,大通（東豊線）,15638
2019-04-10,すすきの,14655
2019-04-11,さっぽろ（南北線）,56041
2019-04-11,さっぽろ（東豊線）,32521
2019-04-11,大通（南北線）,42848
2019-04-11,大通（東西線）,21260
2019-04-11,大通（東豊線）,14950
2019-04-11,すすきの,14646
2019-04-12,さっぽろ（南北線）,61088
2019-04-12,さっぽろ（東豊線）,36056
2019-04-12,大通（南北線）,47506
2019-04-12,大通（東西線）,22078
2019-04-12,大通（東豊線）,15637
2019-04-12,すすきの,18809
2019-04-13,さっぽろ（南北線）,53884
2019-04-13,さっぽろ（東豊線）,30696
2019-04-13,大通（南北線）,44468
2019-04-13,大通（東西線）,17583
2019-04-13,大通（東豊線）,13045
2019-04-13,すすきの,20365
2019-04-14,さっぽろ（南北線）,39611
2019-04-14,さっぽろ（東豊線）,23771
2019-04-14,大通（南北線）,33646
2019-04-14,大通（東西線）,12739
2019-04-14,大通（東豊線）,9626
2019-04-14,すすきの,14727
2019-04-15,さっぽろ（南北線）,57611
2019-04-15,さっぽろ（東豊線）,33338
2019-04-15,大通（南北線）,44266
2019-04-15,大通（東西線）,21712
2019-04-15,大通（東豊線）,15690
2019-04-15,すすきの,15040
2019-04-16,さっぽろ（南北線）,56138
2019-04-16,さっぽろ（東豊線）,32637
2019-04-16,大通（南北線）,43578
2019-04-16,大通（東西線）,21328
2019-04-16,大通（東豊線）,14554
2019-04-16,すすきの,15043
2019-04-17,さっぽろ（南北線）,56229
2019-04-17,さっぽろ（東豊線）,32507
2019-04-17,大通（南北線）,43522
2019-04-17,大通（東西線）,21323
2019-04-17,大通（東豊線）,14418
2019-04-17,すすきの,15472
2019-04-18,さっぽろ（南北線）,57275
2019-04-18,さっぽろ（東豊線）,32546
2019-04-18,大通（南北線）,43829
2019-04-18,大通（東西線）,21715
2019-04-18,大通（東豊線）,14622
2019-04-18,すすきの,15397
2019-04-19,さっぽろ（南北線）,62007
2019-04-19,さっぽろ（東豊線）,34352
2019-04-19,大通（南北線）,48561
2019-04-19,大通（東西線）,22764
2019-04-19,大通（東豊線）,15155
2019-04-19,すすきの,19398
2019-04-20,さっぽろ（南北線）,52717
2019-04-20,さっぽろ（東豊線）,27133
2019-04-20,大通（南北線）,44728
2019-04-20,大通（東西線）,17593
2019-04-20,大通（東豊線）,12384
2019-04-20,すすきの,20718
2019-04-21,さっぽろ（南北線）,40073
2019-04-21,さっぽろ（東豊線）,19467
2019-04-21,大通（南北線）,33501
2019-04-21,大通（東西線）,12854
2019-04-21,大通（東豊線）,9036
2019-04-21,すすきの,14702
2019-04-22,さっぽろ（南北線）,55980
2019-04-22,さっぽろ（東豊線）,32090
2019-04-22,大通（南北線）,42267
2019-04-22,大通（東西線）,21119
2019-04-22,大通（東豊線）,14618
2019-04-22,すすきの,14709
2019-04-23,さっぽろ（南北線）,56175
2019-04-23,さっぽろ（東豊線）,34054
2019-04-23,大通（南北線）,43290
2019-04-23,大通（東西線）,21271
2019-04-23,大通（東豊線）,15561
2019-04-23,すすきの,14775
2019-04-24,さっぽろ（南北線）,56456
2019-04-24,さっぽろ（東豊線）,33712
2019-04-24,大通（南北線）,44844
2019-04-24,大通（東西線）,21685
2019-04-24,大通（東豊線）,15657
2019-04-24,すすきの,15592
2019-04-25,さっぽろ（南北線）,58150
2019-04-25,さっぽろ（東豊線）,34294
2019-04-25,大通（南北線）,46393
2019-04-25,大通（東西線）,22823
2019-04-25,大通（東豊線）,16021
2019-04-25,すすきの,16176
2019-04-26,さっぽろ（南北線）,64887
2019-04-26,さっぽろ（東豊線）,35216
2019-04-26,大通（南北線）,51278
2019-04-26,大通（東西線）,23362
2019-04-26,大通（東豊線）,16365
2019-04-26,すすきの,19904
2019-04-27,さっぽろ（南北線）,53165
2019-04-27,さっぽろ（東豊線）,29059
2019-04-27,大通（南北線）,43364
2019-04-27,大通（東西線）,16373
2019-04-27,大通（東豊線）,12259
2019-04-27,すすきの,20499
2019-04-28,さっぽろ（南北線）,49339
2019-04-28,さっぽろ（東豊線）,25450
2019-04-28,大通（南北線）,39921
2019-04-28,大通（東西線）,15141
2019-04-28,大通（東豊線）,11208
2019-04-28,すすきの,19243
2019-04-29,さっぽろ（南北線）,48409
2019-04-29,さっぽろ（東豊線）,25015
2019-04-29,大通（南北線）,38609
2019-04-29,大通（東西線）,14916
2019-04-29,大通（東豊線）,10956
2019-04-29,すすきの,18710
2019-04-30,さっぽろ（南北線）,49991
2019-04-30,さっぽろ（東豊線）,21864
2019-04-30,大通（南北線）,37814
2019-04-30,大通（東西線）,14873
2019-04-30,大通（東豊線）,10037
2019-04-30,すすきの,18961
2023-08-01,さっぽろ（南北線）,50626
2023-08-01,さっぽろ（東豊線）,26484
2023-08-01,大通（南北線）,41554
2023-08-01,大通（東西線）,20446
2023-08-01,大通（東豊線）,14193
2023-08-01,すすきの,13992
2023-08-02,さっぽろ（南北線）,50994
2023-08-02,さっぽろ（東豊線）,26951
2023-08-02,大通（南北線）,42233
2023-08-02,大通（東西線）,20769
2023-08-02,大通（東豊線）,14411
2023-08-02,すすきの,14480
2023-08-03,さっぽろ（南北線）,51426
2023-08-03,さっぽろ（東豊線）,26509
2023-08-03,大通（南北線）,42407
2023-08-03,大通（東西線）,20811
2023-08-03,大通（東豊線）,14466
2023-08-03,すすきの,15756
2023-08-04,さっぽろ（南北線）,56464
2023-08-04,さっぽろ（東豊線）,28613
2023-08-04,大通（南北線）,47859
2023-08-04,大通（東西線）,21872
2023-08-04,大通（東豊線）,15209
2023-08-04,すすきの,18899
2023-08-05,さっぽろ（南北線）,45540
2023-08-05,さっぽろ（東豊線）,20163
2023-08-05,大通（南北線）,39681
2023-08-05,大通（東西線）,15568
2023-08-05,大通（東豊線）,10537
2023-08-05,すすきの,18877
2023-08-06,さっぽろ（南北線）,38947
2023-08-06,さっぽろ（東豊線）,16434
2023-08-06,大通（南北線）,31360
2023-08-06,大通（東西線）,11843
2023-08-06,大通（東豊線）,7976
2023-08-06,すすきの,14939
2023-08-07,さっぽろ（南北線）,51137
2023-08-07,さっぽろ（東豊線）,25663
2023-08-07,大通（南北線）,41215
2023-08-07,大通（東西線）,20327
2023-08-07,大通（東豊線）,13897
2023-08-07,すすきの,14847
2023-08-08,さっぽろ（南北線）,52298
2023-08-08,さっぽろ（東豊線）,26683
2023-08-08,大通（南北線）,41501
2023-08-08,大通（東西線）,19954
2023-08-08,大通（東豊線）,13727
2023-08-08,すすきの,14761
2023-08-09,さっぽろ（南北線）,52763
2023-08-09,さっぽろ（東豊線）,26315
2023-08-09,大通（南北線）,43165
2023-08-09,大通（東西線）,20249
2023-08-09,大通（東豊線）,13600
2023-08-09,すすきの,15206
2023-08-10,さっぽろ（南北線）,54851
2023-08-10,さっぽろ（東豊線）,26674
2023-08-10,大通（南北線）,44940
2023-08-10,大通（東西線）,20833
2023-08-10,大通（東豊線）,13923
2023-08-10,すすきの,16791
2023-08-11,さっぽろ（南北線）,41867
2023-08-11,さっぽろ（東豊線）,17141
2023-08-11,大通（南北線）,34904
2023-08-11,大通（東西線）,13495
2023-08-11,大通（東豊線）,9612
2023-08-11,すすきの,15710
2023-08-12,さっぽろ（南北線）,41594
2023-08-12,さっぽろ（東豊線）,19258
2023-08-12,大通（南北線）,34684
2023-08-12,大通（東西線）,13536
2023-08-12,大通（東豊線）,9932
2023-08-12,すすきの,17117
2023-08-13,さっぽろ（南北線）,36231
2023-08-13,さっぽろ（東豊線）,14867
2023-08-13,大通（南北線）,29535
2023-08-13,大通（東西線）,10853
2023-08-13,大通（東豊線）,7673
2023-08-13,すすきの,14344
2023-08-14,さっぽろ（南北線）,41913
2023-08-14,さっぽろ（東豊線）,19027
2023-08-14,大通（南北線）,34623
2023-08-14,大通（東西線）,15126
2023-08-14,大通（東豊線）,10268
2023-08-14,すすきの,14169
2023-08-15,さっぽろ（南北線）,43951
2023-08-15,さっぽろ（東豊線）,20106
2023-08-15,大通（南北線）,16264
2023-08-15,大通（東西線）,16216
2023-08-15,大通（東豊線）,11019
2023-08-15,すすきの,14190
2023-08-16,さっぽろ（南北線）,45818
2023-08-16,さっぽろ（東豊線）,22253
2023-08-16,大通（南北線）,36593
2023-08-16,大通（東西線）,17537
2023-08-16,大通（東豊線）,12109
2023-08-16,すすきの,14260
2023-08-17,さっぽろ（南北線）,47853
2023-08-17,さっぽろ（東豊線）,24785
2023-08-17,大通（南北線）,38465
2023-08-17,大通（東西線）,18725
2023-08-17,大通（東豊線）,12744
2023-08-17,すすきの,14240
2023-08-18,さっぽろ（南北線）,51211
2023-08-18,さっぽろ（東豊線）,26169
2023-08-18,大通（南北線）,42247
2023-08-18,大通（東西線）,19803
2023-08-18,大通（東豊線）,13648
2023-08-18,すすきの,16302
2023-08-19,さっぽろ（南北線）,44497
2023-08-19,さっぽろ（東豊線）,19879
2023-08-19,大通（南北線）,38666
2023-08-19,大通（東西線）,14772
2023-08-19,大通（東豊線）,10453
2023-08-19,すすきの,17703
2023-08-20,さっぽろ（南北線）,35304
2023-08-20,さっぽろ（東豊線）,16294
2023-08-20,大通（南北線）,30226
2023-08-20,大通（東西線）,11207
2023-08-20,大通（東豊線）,8065
2023-08-20,すすきの,13984
2023-08-21,さっぽろ（南北線）,49153
2023-08-21,さっぽろ（東豊線）,25254
2023-08-21,大通（南北線）,38802
2023-08-21,大通（東西線）,19377
2023-08-21,大通（東豊線）,13076
2023-08-21,すすきの,13769
2023-08-22,さっぽろ（南北線）,50804
2023-08-22,さっぽろ（東豊線）,25892
2023-08-22,大通（南北線）,39434
2023-08-22,大通（東西線）,19519
2023-08-22,大通（東豊線）,13498
2023-08-22,すすきの,13758
2023-08-23,さっぽろ（南北線）,51154
2023-08-23,さっぽろ（東豊線）,25993
2023-08-23,大通（南北線）,39774
2023-08-23,大通（東西線）,19199
2023-08-23,大通（東豊線）,13314
2023-08-23,すすきの,14341
2023-08-24,さっぽろ（南北線）,51650
2023-08-24,さっぽろ（東豊線）,25748
2023-08-24,大通（南北線）,40273
2023-08-24,大通（東西線）,19638
2023-08-24,大通（東豊線）,13285
2023-08-24,すすきの,14512
2023-08-25,さっぽろ（南北線）,55907
2023-08-25,さっぽろ（東豊線）,27420
2023-08-25,大通（南北線）,46313
2023-08-25,大通（東西線）,20788
2023-08-25,大通（東豊線）,14327
2023-08-25,すすきの,16838
2023-08-26,さっぽろ（南北線）,48729
2023-08-26,さっぽろ（東豊線）,25294
2023-08-26,大通（南北線）,42268
2023-08-26,大通（東西線）,16138
2023-08-26,大通（東豊線）,12257
2023-08-26,すすきの,18843
2023-08-27,さっぽろ（南北線）,41460
2023-08-27,さっぽろ（東豊線）,17182
2023-08-27,大通（南北線）,35947
2023-08-27,大通（東西線）,13840
2023-08-27,大通（東豊線）,9089
2023-08-27,すすきの,15762
2023-08-28,さっぽろ（南北線）,49240
2023-08-28,さっぽろ（東豊線）,25866
2023-08-28,大通（南北線）,38663
2023-08-28,大通（東西線）,18948
2023-08-28,大通（東豊線）,13014
2023-08-28,すすきの,13991
2023-08-29,さっぽろ（南北線）,48919
2023-08-29,さっぽろ（東豊線）,25991
2023-08-29,大通（南北線）,38925
2023-08-29,大通（東西線）,19138
2023-08-29,大通（東豊線）,13466
2023-08-29,すすきの,13007
2023-08-30,さっぽろ（南北線）,51294
2023-08-30,さっぽろ（東豊線）,26890
2023-08-30,大通（南北線）,39569
2023-08-30,大通（東西線）,19754
2023-08-30,大通（東豊線）,13167
2023-08-30,すすきの,13529
2023-08-31,さっぽろ（南北線）,53485
2023-08-31,さっぽろ（東豊線）,28148
2023-08-31,大通（南北線）,41038
2023-08-31,大通（東西線）,20652
2023-08-31,大通（東豊線）,13565
2023-08-31,すすきの,14029
2020-09-01,さっぽろ（南北線）,39901
2020-09-01,さっぽろ（東豊線）,23390
2020-09-01,大通（南北線）,31728
2020-09-01,大通（東西線）,17280
2020-09-01,大通（東豊線）,11451
2020-09-01,すすきの,8489
2020-09-02,さっぽろ（南北線）,39949
2020-09-02,さっぽろ（東豊線）,23295
2020-09-02,大通（南北線）,31466
2020-09-02,大通（東西線）,17431
2020-09-02,大通（東豊線）,11213
2020-09-02,すすきの,8336
2020-09-03,さっぽろ（南北線）,41081
2020-09-03,さっぽろ（東豊線）,23993
2020-09-03,大通（南北線）,31693
2020-09-03,大通（東西線）,17215
2020-09-03,大通（東豊線）,11419
2020-09-03,すすきの,8441
2020-09-04,さっぽろ（南北線）,43091
2020-09-04,さっぽろ（東豊線）,24505
2020-09-04,大通（南北線）,34102
2020-09-04,大通（東西線）,17979
2020-09-04,大通（東豊線）,11780
2020-09-04,すすきの,9523
2020-09-05,さっぽろ（南北線）,31672
2020-09-05,さっぽろ（東豊線）,17305
2020-09-05,大通（南北線）,27278
2020-09-05,大通（東西線）,11381
2020-09-05,大通（東豊線）,7564
2020-09-05,すすきの,9212
2020-09-06,さっぽろ（南北線）,24874
2020-09-06,さっぽろ（東豊線）,12758
2020-09-06,大通（南北線）,21161
2020-09-06,大通（東西線）,8637
2020-09-06,大通（東豊線）,5735
2020-09-06,すすきの,7376
2020-09-07,さっぽろ（南北線）,40193
2020-09-07,さっぽろ（東豊線）,22864
2020-09-07,大通（南北線）,31281
2020-09-07,大通（東西線）,16974
2020-09-07,大通（東豊線）,10989
2020-09-07,すすきの,8201
2020-09-08,さっぽろ（南北線）,40176
2020-09-08,さっぽろ（東豊線）,22864
2020-09-08,大通（南北線）,31219
2020-09-08,大通（東西線）,16869
2020-09-08,大通（東豊線）,11043
2020-09-08,すすきの,8522
2020-09-09,さっぽろ（南北線）,40504
2020-09-09,さっぽろ（東豊線）,23324
2020-09-09,大通（南北線）,31995
2020-09-09,大通（東西線）,16763
2020-09-09,大通（東豊線）,11043
2020-09-09,すすきの,8640
2020-09-10,さっぽろ（南北線）,42364
2020-09-10,さっぽろ（東豊線）,24116
2020-09-10,大通（南北線）,32572
2020-09-10,大通（東西線）,17728
2020-09-10,大通（東豊線）,11568
2020-09-10,すすきの,8811
2020-09-11,さっぽろ（南北線）,44466
2020-09-11,さっぽろ（東豊線）,24496
2020-09-11,大通（南北線）,35247
2020-09-11,大通（東西線）,18289
2020-09-11,大通（東豊線）,11507
2020-09-11,すすきの,9834
2020-09-12,さっぽろ（南北線）,33579
2020-09-12,さっぽろ（東豊線）,16811
2020-09-12,大通（南北線）,29382
2020-09-12,大通（東西線）,11892
2020-09-12,大通（東豊線）,7582
2020-09-12,すすきの,10211
2020-09-13,さっぽろ（南北線）,27025
2020-09-13,さっぽろ（東豊線）,14016
2020-09-13,大通（南北線）,22760
2020-09-13,大通（東西線）,8613
2020-09-13,大通（東豊線）,6067
2020-09-13,すすきの,7866
2020-09-14,さっぽろ（南北線）,41979
2020-09-14,さっぽろ（東豊線）,23700
2020-09-14,大通（南北線）,32703
2020-09-14,大通（東西線）,17338
2020-09-14,大通（東豊線）,11369
2020-09-14,すすきの,8588
2020-09-15,さっぽろ（南北線）,42262
2020-09-15,さっぽろ（東豊線）,24716
2020-09-15,大通（南北線）,34270
2020-09-15,大通（東西線）,18119
2020-09-15,大通（東豊線）,11951
2020-09-15,すすきの,9033
2020-09-16,さっぽろ（南北線）,42267
2020-09-16,さっぽろ（東豊線）,24703
2020-09-16,大通（南北線）,32988
2020-09-16,大通（東西線）,17599
2020-09-16,大通（東豊線）,11738
2020-09-16,すすきの,8825
2020-09-17,さっぽろ（南北線）,42888
2020-09-17,さっぽろ（東豊線）,24819
2020-09-17,大通（南北線）,33047
2020-09-17,大通（東西線）,17845
2020-09-17,大通（東豊線）,11573
2020-09-17,すすきの,8895
2020-09-18,さっぽろ（南北線）,46498
2020-09-18,さっぽろ（東豊線）,26150
2020-09-18,大通（南北線）,35743
2020-09-18,大通（東西線）,18933
2020-09-18,大通（東豊線）,12183
2020-09-18,すすきの,10159
2020-09-19,さっぽろ（南北線）,37636
2020-09-19,さっぽろ（東豊線）,19046
2020-09-19,大通（南北線）,29779
2020-09-19,大通（東西線）,12599
2020-09-19,大通（東豊線）,8251
2020-09-19,すすきの,10316
2020-09-20,さっぽろ（南北線）,32486
2020-09-20,さっぽろ（東豊線）,15741
2020-09-20,大通（南北線）,25881
2020-09-20,大通（東西線）,10198
2020-09-20,大通（東豊線）,6533
2020-09-20,すすきの,9908
2020-09-21,さっぽろ（南北線）,31468
2020-09-21,さっぽろ（東豊線）,14796
2020-09-21,大通（南北線）,25462
2020-09-21,大通（東西線）,10129
2020-09-21,大通（東豊線）,6476
2020-09-21,すすきの,9855
2020-09-22,さっぽろ（南北線）,28418
2020-09-22,さっぽろ（東豊線）,14051
2020-09-22,大通（南北線）,23558
2020-09-22,大通（東西線）,9571
2020-09-22,大通（東豊線）,6231
2020-09-22,すすきの,8035
2020-09-23,さっぽろ（南北線）,42102
2020-09-23,さっぽろ（東豊線）,25423
2020-09-23,大通（南北線）,32712
2020-09-23,大通（東西線）,17812
2020-09-23,大通（東豊線）,11934
2020-09-23,すすきの,8821
2020-09-24,さっぽろ（南北線）,42523
2020-09-24,さっぽろ（東豊線）,25122
2020-09-24,大通（南北線）,33702
2020-09-24,大通（東西線）,18148
2020-09-24,大通（東豊線）,11871
2020-09-24,すすきの,8974
2020-09-25,さっぽろ（南北線）,45848
2020-09-25,さっぽろ（東豊線）,25608
2020-09-25,大通（南北線）,37110
2020-09-25,大通（東西線）,19049
2020-09-25,大通（東豊線）,12223
2020-09-25,すすきの,10698
2020-09-26,さっぽろ（南北線）,33597
2020-09-26,さっぽろ（東豊線）,16918
2020-09-26,大通（南北線）,29119
2020-09-26,大通（東西線）,12192
2020-09-26,大通（東豊線）,7908
2020-09-26,すすきの,9720
2020-09-27,さっぽろ（南北線）,26777
2020-09-27,さっぽろ（東豊線）,12900
2020-09-27,大通（南北線）,22622
2020-09-27,大通（東西線）,8985
2020-09-27,大通（東豊線）,5885
2020-09-27,すすきの,8213
2020-09-28,さっぽろ（南北線）,42189
2020-09-28,さっぽろ（東豊線）,24841
2020-09-28,大通（南北線）,33567
2020-09-28,大通（東西線）,17728
2020-09-28,大通（東豊線）,11780
2020-09-28,すすきの,8885
2020-09-29,さっぽろ（南北線）,42255
2020-09-29,さっぽろ（東豊線）,24894
2020-09-29,大通（南北線）,32789
2020-09-29,大通（東西線）,17775
2020-09-29,大通（東豊線）,11656
2020-09-29,すすきの,8736
2020-09-30,さっぽろ（南北線）,41993
2020-09-30,さっぽろ（東豊線）,25105
2020-09-30,大通（南北線）,34126
2020-09-30,大通（東西線）,17949
2020-09-30,大通（東豊線）,11812
2020-09-30,すすきの,8709
2022-08-01,さっぽろ（南北線）,45277
2022-08-01,さっぽろ（東豊線）,24784
2022-08-01,大通（南北線）,35254
2022-08-01,大通（東西線）,18072
2022-08-01,大通（東豊線）,12664
2022-08-01,すすきの,10219
2022-08-02,さっぽろ（南北線）,43014
2022-08-02,さっぽろ（東豊線）,23767
2022-08-02,大通（南北線）,34077
2022-08-02,大通（東西線）,18052
2022-08-02,大通（東豊線）,12095
2022-08-02,すすきの,10055
2022-08-03,さっぽろ（南北線）,43723
2022-08-03,さっぽろ（東豊線）,24592
2022-08-03,大通（南北線）,34142
2022-08-03,大通（東西線）,18362
2022-08-03,大通（東豊線）,12507
2022-08-03,すすきの,10238
2022-08-04,さっぽろ（南北線）,45319
2022-08-04,さっぽろ（東豊線）,24530
2022-08-04,大通（南北線）,35144
2022-08-04,大通（東西線）,18506
2022-08-04,大通（東豊線）,12327
2022-08-04,すすきの,11297
2022-08-05,さっぽろ（南北線）,51402
2022-08-05,さっぽろ（東豊線）,24292
2022-08-05,大通（南北線）,39002
2022-08-05,大通（東西線）,19224
2022-08-05,大通（東豊線）,12575
2022-08-05,すすきの,13312
2022-08-06,さっぽろ（南北線）,44466
2022-08-06,さっぽろ（東豊線）,21478
2022-08-06,大通（南北線）,34750
2022-08-06,大通（東西線）,14134
2022-08-06,大通（東豊線）,10007
2022-08-06,すすきの,15292
2022-08-07,さっぽろ（南北線）,35060
2022-08-07,さっぽろ（東豊線）,18458
2022-08-07,大通（南北線）,28016
2022-08-07,大通（東西線）,11162
2022-08-07,大通（東豊線）,8011
2022-08-07,すすきの,12199
2022-08-08,さっぽろ（南北線）,45766
2022-08-08,さっぽろ（東豊線）,23337
2022-08-08,大通（南北線）,34919
2022-08-08,大通（東西線）,18116
2022-08-08,大通（東豊線）,12208
2022-08-08,すすきの,11672
2022-08-09,さっぽろ（南北線）,43925
2022-08-09,さっぽろ（東豊線）,24521
2022-08-09,大通（南北線）,34869
2022-08-09,大通（東西線）,17911
2022-08-09,大通（東豊線）,12333
2022-08-09,すすきの,10909
2022-08-10,さっぽろ（南北線）,46054
2022-08-10,さっぽろ（東豊線）,25307
2022-08-10,大通（南北線）,36383
2022-08-10,大通（東西線）,18319
2022-08-10,大通（東豊線）,12478
2022-08-10,すすきの,11625
2022-08-11,さっぽろ（南北線）,36697
2022-08-11,さっぽろ（東豊線）,18410
2022-08-11,大通（南北線）,28812
2022-08-11,大通（東西線）,11062
2022-08-11,大通（東豊線）,8386
2022-08-11,すすきの,11890
2022-08-12,さっぽろ（南北線）,41938
2022-08-12,さっぽろ（東豊線）,18560
2022-08-12,大通（南北線）,31647
2022-08-12,大通（東西線）,14635
2022-08-12,大通（東豊線）,9867
2022-08-12,すすきの,12683
2022-08-13,さっぽろ（南北線）,33439
2022-08-13,さっぽろ（東豊線）,16065
2022-08-13,大通（南北線）,26277
2022-08-13,大通（東西線）,10895
2022-08-13,大通（東豊線）,7987
2022-08-13,すすきの,12083
2022-08-14,さっぽろ（南北線）,28758
2022-08-14,さっぽろ（東豊線）,12719
2022-08-14,大通（南北線）,22334
2022-08-14,大通（東西線）,9117
2022-08-14,大通（東豊線）,5937
2022-08-14,すすきの,10171
2022-08-15,さっぽろ（南北線）,37716
2022-08-15,さっぽろ（東豊線）,18432
2022-08-15,大通（南北線）,30340
2022-08-15,大通（東西線）,13882
2022-08-15,大通（東豊線）,9591
2022-08-15,すすきの,10434
2022-08-16,さっぽろ（南北線）,38788
2022-08-16,さっぽろ（東豊線）,21422
2022-08-16,大通（南北線）,30623
2022-08-16,大通（東西線）,15114
2022-08-16,大通（東豊線）,10844
2022-08-16,すすきの,9878
2022-08-17,さっぽろ（南北線）,43441
2022-08-17,さっぽろ（東豊線）,23920
2022-08-17,大通（南北線）,33865
2022-08-17,大通（東西線）,17867
2022-08-17,大通（東豊線）,12225
2022-08-17,すすきの,10597
2022-08-18,さっぽろ（南北線）,44405
2022-08-18,さっぽろ（東豊線）,24144
2022-08-18,大通（南北線）,34213
2022-08-18,大通（東西線）,17887
2022-08-18,大通（東豊線）,12457
2022-08-18,すすきの,10760
2022-08-19,さっぽろ（南北線）,46637
2022-08-19,さっぽろ（東豊線）,23682
2022-08-19,大通（南北線）,36354
2022-08-19,大通（東西線）,19119
2022-08-19,大通（東豊線）,12217
2022-08-19,すすきの,11720
2022-08-20,さっぽろ（南北線）,38138
2022-08-20,さっぽろ（東豊線）,18174
2022-08-20,大通（南北線）,30498
2022-08-20,大通（東西線）,12957
2022-08-20,大通（東豊線）,8763
2022-08-20,すすきの,13053
2022-08-21,さっぽろ（南北線）,32797
2022-08-21,さっぽろ（東豊線）,14585
2022-08-21,大通（南北線）,25782
2022-08-21,大通（東西線）,10366
2022-08-21,大通（東豊線）,6971
2022-08-21,すすきの,11368
2022-08-22,さっぽろ（南北線）,43167
2022-08-22,さっぽろ（東豊線）,23514
2022-08-22,大通（南北線）,33598
2022-08-22,大通（東西線）,17578
2022-08-22,大通（東豊線）,11904
2022-08-22,すすきの,10374
2022-08-23,さっぽろ（南北線）,43060
2022-08-23,さっぽろ（東豊線）,23202
2022-08-23,大通（南北線）,33051
2022-08-23,大通（東西線）,17296
2022-08-23,大通（東豊線）,11626
2022-08-23,すすきの,10169
2022-08-24,さっぽろ（南北線）,43560
2022-08-24,さっぽろ（東豊線）,23830
2022-08-24,大通（南北線）,33997
2022-08-24,大通（東西線）,17671
2022-08-24,大通（東豊線）,11572
2022-08-24,すすきの,10304
2022-08-25,さっぽろ（南北線）,45271
2022-08-25,さっぽろ（東豊線）,23954
2022-08-25,大通（南北線）,35325
2022-08-25,大通（東西線）,18334
2022-08-25,大通（東豊線）,12031
2022-08-25,すすきの,10897
2022-08-26,さっぽろ（南北線）,47946
2022-08-26,さっぽろ（東豊線）,26533
