日付,駅名,乗車人員数
2024-09-16,大通（東豊線）,10016
2024-09-16,すすきの,17730
2024-09-17,さっぽろ（南北線）,50686
2024-09-17,さっぽろ（東豊線）,25598
2024-09-17,大通（南北線）,42863
2024-09-17,大通（東西線）,20823
2024-09-17,大通（東豊線）,15118
2024-09-17,すすきの,16807
2024-09-18,さっぽろ（南北線）,50764
2024-09-18,さっぽろ（東豊線）,25516
2024-09-18,大通（南北線）,44537
2024-09-18,大通（東西線）,22187
2024-09-18,大通（東豊線）,15789
2024-09-18,すすきの,17456
2024-09-19,さっぽろ（南北線）,51415
2024-09-19,さっぽろ（東豊線）,25954
2024-09-19,大通（南北線）,44182
2024-09-19,大通（東西線）,21435
2024-09-19,大通（東豊線）,15402
2024-09-19,すすきの,17917
2024-09-20,さっぽろ（南北線）,56107
2024-09-20,さっぽろ（東豊線）,27899
2024-09-20,大通（南北線）,47574
2024-09-20,大通（東西線）,21817
2024-09-20,大通（東豊線）,15913
2024-09-20,すすきの,19688
2024-09-21,さっぽろ（南北線）,47017
2024-09-21,さっぽろ（東豊線）,18822
2024-09-21,大通（南北線）,44849
2024-09-21,大通（東西線）,17687
2024-09-21,大通（東豊線）,12460
2024-09-21,すすきの,22067
2024-09-22,さっぽろ（南北線）,40385
2024-09-22,さっぽろ（東豊線）,16030
2024-09-22,大通（南北線）,39554
2024-09-22,大通（東西線）,15344
2024-09-22,大通（東豊線）,10705
2024-09-22,すすきの,20152
2024-09-23,さっぽろ（南北線）,35305
2024-09-23,さっぽろ（東豊線）,14996
2024-09-23,大通（南北線）,34350
2024-09-23,大通（東西線）,13451
2024-09-23,大通（東豊線）,9662
2024-09-23,すすきの,15664
2024-09-24,さっぽろ（南北線）,49980
2024-09-24,さっぽろ（東豊線）,26647
2024-09-24,大通（南北線）,42342
2024-09-24,大通（東西線）,20393
2024-09-24,大通（東豊線）,14997
2024-09-24,すすきの,15641
2024-09-25,さっぽろ（南北線）,52705
2024-09-25,さっぽろ（東豊線）,27346
2024-09-25,大通（南北線）,45104
2024-09-25,大通（東西線）,21506
2024-09-25,大通（東豊線）,15701
2024-09-25,すすきの,17128
2024-09-26,さっぽろ（南北線）,53051
2024-09-26,さっぽろ（東豊線）,27285
2024-09-26,大通（南北線）,44784
2024-09-26,大通（東西線）,21783
2024-09-26,大通（東豊線）,15566
2024-09-26,すすきの,17575
2024-09-27,さっぽろ（南北線）,55185
2024-09-27,さっぽろ（東豊線）,27671
2024-09-27,大通（南北線）,49327
2024-09-27,大通（東西線）,22256
2024-09-27,大通（東豊線）,16030
2024-09-27,すすきの,20550
2024-09-28,さっぽろ（南北線）,47250
2024-09-28,さっぽろ（東豊線）,21115
2024-09-28,大通（南北線）,45650
2024-09-28,大通（東西線）,17551
2024-09-28,大通（東豊線）,12737
2024-09-28,すすきの,22308
2024-09-29,さっぽろ（南北線）,36054
2024-09-29,さっぽろ（東豊線）,15489
2024-09-29,大通（南北線）,36313
2024-09-29,大通（東西線）,14129
2024-09-29,大通（東豊線）,10029
2024-09-29,すすきの,17516
2024-09-30,さっぽろ（南北線）,49131
2024-09-30,さっぽろ（東豊線）,25972
2024-09-30,大通（南北線）,41905
2024-09-30,大通（東西線）,20381
2024-09-30,大通（東豊線）,14641
2024-09-30,すすきの,15649
2022-04-01,さっぽろ（南北線）,49247
2022-04-01,さっぽろ（東豊線）,25935
2022-04-01,大通（南北線）,39336
2022-04-01,大通（東西線）,20190
2022-04-01,大通（東豊線）,13337
2022-04-01,すすきの,11312
2022-04-02,さっぽろ（南北線）,38403
2022-04-02,さっぽろ（東豊線）,19478
2022-04-02,大通（南北線）,32143
2022-04-02,大通（東西線）,13083
2022-04-02,大通（東豊線）,9330
2022-04-02,すすきの,11631
2022-04-03,さっぽろ（南北線）,30724
2022-04-03,さっぽろ（東豊線）,14164
2022-04-03,大通（南北線）,25693
2022-04-03,大通（東西線）,9978
2022-04-03,大通（東豊線）,6950
2022-04-03,すすきの,9116
2022-04-04,さっぽろ（南北線）,44407
2022-04-04,さっぽろ（東豊線）,25211
2022-04-04,大通（南北線）,35819
2022-04-04,大通（東西線）,18961
2022-04-04,大通（東豊線）,12874
2022-04-04,すすきの,9250
2022-04-05,さっぽろ（南北線）,44703
2022-04-05,さっぽろ（東豊線）,25522
2022-04-05,大通（南北線）,36096
2022-04-05,大通（東西線）,19361
2022-04-05,大通（東豊線）,13264
2022-04-05,すすきの,9315
2022-04-06,さっぽろ（南北線）,43592
2022-04-06,さっぽろ（東豊線）,24503
2022-04-06,大通（南北線）,34843
2022-04-06,大通（東西線）,18327
2022-04-06,大通（東豊線）,12856
2022-04-06,すすきの,8869
2022-04-07,さっぽろ（南北線）,44159
2022-04-07,さっぽろ（東豊線）,24550
2022-04-07,大通（南北線）,35774
2022-04-07,大通（東西線）,18879
2022-04-07,大通（東豊線）,12687
2022-04-07,すすきの,9469
2022-04-08,さっぽろ（南北線）,51107
2022-04-08,さっぽろ（東豊線）,26938
2022-04-08,大通（南北線）,39723
2022-04-08,大通（東西線）,19690
2022-04-08,大通（東豊線）,13312
2022-04-08,すすきの,11609
2022-04-09,さっぽろ（南北線）,42900
2022-04-09,さっぽろ（東豊線）,21608
2022-04-09,大通（南北線）,34032
2022-04-09,大通（東西線）,14218
2022-04-09,大通（東豊線）,10020
2022-04-09,すすきの,13776
2022-04-10,さっぽろ（南北線）,33358
2022-04-10,さっぽろ（東豊線）,16680
2022-04-10,大通（南北線）,26753
2022-04-10,大通（東西線）,10541
2022-04-10,大通（東豊線）,7516
2022-04-10,すすきの,11459
2022-04-11,さっぽろ（南北線）,43887
2022-04-11,さっぽろ（東豊線）,25669
2022-04-11,大通（南北線）,34562
2022-04-11,大通（東西線）,18574
2022-04-11,大通（東豊線）,12450
2022-04-11,すすきの,9369
2022-04-12,さっぽろ（南北線）,44177
2022-04-12,さっぽろ（東豊線）,25703
2022-04-12,大通（南北線）,34447
2022-04-12,大通（東西線）,18077
2022-04-12,大通（東豊線）,12330
2022-04-12,すすきの,8919
2022-04-13,さっぽろ（南北線）,43892
2022-04-13,さっぽろ（東豊線）,25814
2022-04-13,大通（南北線）,34644
2022-04-13,大通（東西線）,17911
2022-04-13,大通（東豊線）,12216
2022-04-13,すすきの,9113
2022-04-14,さっぽろ（南北線）,44313
2022-04-14,さっぽろ（東豊線）,25882
2022-04-14,大通（南北線）,34838
2022-04-14,大通（東西線）,18389
2022-04-14,大通（東豊線）,12342
2022-04-14,すすきの,9041
2022-04-15,さっぽろ（南北線）,48925
2022-04-15,さっぽろ（東豊線）,27630
2022-04-15,大通（南北線）,39059
2022-04-15,大通（東西線）,19700
2022-04-15,大通（東豊線）,13162
2022-04-15,すすきの,10992
2022-04-16,さっぽろ（南北線）,39388
2022-04-16,さっぽろ（東豊線）,19792
2022-04-16,大通（南北線）,33606
2022-04-16,大通（東西線）,13791
2022-04-16,大通（東豊線）,9189
2022-04-16,すすきの,12413
2022-04-17,さっぽろ（南北線）,29836
2022-04-17,さっぽろ（東豊線）,13891
2022-04-17,大通（南北線）,25080
2022-04-17,大通（東西線）,9616
2022-04-17,大通（東豊線）,6667
2022-04-17,すすきの,9554
2022-04-18,さっぽろ（南北線）,45170
2022-04-18,さっぽろ（東豊線）,26175
2022-04-18,大通（南北線）,35643
2022-04-18,大通（東西線）,18448
2022-04-18,大通（東豊線）,12837
2022-04-18,すすきの,9134
2022-04-19,さっぽろ（南北線）,44757
2022-04-19,さっぽろ（東豊線）,25892
2022-04-19,大通（南北線）,35300
2022-04-19,大通（東西線）,18352
2022-04-19,大通（東豊線）,12297
2022-04-19,すすきの,9062
2022-04-20,さっぽろ（南北線）,44201
2022-04-20,さっぽろ（東豊線）,25992
2022-04-20,大通（南北線）,35690
2022-04-20,大通（東西線）,18607
2022-04-20,大通（東豊線）,12817
2022-04-20,すすきの,9241
2022-04-21,さっぽろ（南北線）,45107
2022-04-21,さっぽろ（東豊線）,25901
2022-04-21,大通（南北線）,35119
2022-04-21,大通（東西線）,18612
2022-04-21,大通（東豊線）,12426
2022-04-21,すすきの,9418
2022-04-22,さっぽろ（南北線）,48263
2022-04-22,さっぽろ（東豊線）,27855
2022-04-22,大通（南北線）,38956
2022-04-22,大通（東西線）,19025
2022-04-22,大通（東豊線）,13330
2022-04-22,すすきの,10810
2022-04-23,さっぽろ（南北線）,37302
2022-04-23,さっぽろ（東豊線）,19352
2022-04-23,大通（南北線）,32749
2022-04-23,大通（東西線）,13191
2022-04-23,大通（東豊線）,9099
2022-04-23,すすきの,11584
2022-04-24,さっぽろ（南北線）,29644
2022-04-24,さっぽろ（東豊線）,15391
2022-04-24,大通（南北線）,25639
2022-04-24,大通（東西線）,9925
2022-04-24,大通（東豊線）,7075
2022-04-24,すすきの,8579
2022-04-25,さっぽろ（南北線）,45246
2022-04-25,さっぽろ（東豊線）,25843
2022-04-25,大通（南北線）,36096
2022-04-25,大通（東西線）,18841
2022-04-25,大通（東豊線）,12715
2022-04-25,すすきの,9351
2022-04-26,さっぽろ（南北線）,45342
2022-04-26,さっぽろ（東豊線）,26132
2022-04-26,大通（南北線）,36457
2022-04-26,大通（東西線）,18861
2022-04-26,大通（東豊線）,12711
2022-04-26,すすきの,9382
2022-04-27,さっぽろ（南北線）,46265
2022-04-27,さっぽろ（東豊線）,26389
2022-04-27,大通（南北線）,37053
2022-04-27,大通（東西線）,18582
2022-04-27,大通（東豊線）,12818
2022-04-27,すすきの,9879
2022-04-28,さっぽろ（南北線）,50763
2022-04-28,さっぽろ（東豊線）,27530
2022-04-28,大通（南北線）,39889
2022-04-28,大通（東西線）,19988
2022-04-28,大通（東豊線）,13205
2022-04-28,すすきの,11125
2022-04-29,さっぽろ（南北線）,37075
2022-04-29,さっぽろ（東豊線）,17952
2022-04-29,大通（南北線）,30409
2022-04-29,大通（東西線）,12009
2022-04-29,大通（東豊線）,8281
2022-04-29,すすきの,10770
2022-04-30,さっぽろ（南北線）,38354
2022-04-30,さっぽろ（東豊線）,17356
2022-04-30,大通（南北線）,32160
2022-04-30,大通（東西線）,13132
2022-04-30,大通（東豊線）,8637
2022-04-30,すすきの,12332
2021-05-01,さっぽろ（南北線）,28279
2021-05-01,さっぽろ（東豊線）,14980
2021-05-01,大通（南北線）,23978
2021-05-01,大通（東西線）,10011
2021-05-01,大通（東豊線）,6883
2021-05-01,すすきの,8398
2021-05-02,さっぽろ（南北線）,24740
2021-05-02,さっぽろ（東豊線）,12045
2021-05-02,大通（南北線）,21127
2021-05-02,大通（東西線）,7935
2021-05-02,大通（東豊線）,5210
2021-05-02,すすきの,7925
2021-05-03,さっぽろ（南北線）,23003
2021-05-03,さっぽろ（東豊線）,11146
2021-05-03,大通（南北線）,19479
2021-05-03,大通（東西線）,7546
2021-05-03,大通（東豊線）,5068
2021-05-03,すすきの,7355
2021-05-04,さっぽろ（南北線）,22990
2021-05-04,さっぽろ（東豊線）,11255
2021-05-04,大通（南北線）,19352
2021-05-04,大通（東西線）,7677
2021-05-04,大通（東豊線）,5076
2021-05-04,すすきの,6923
2021-05-05,さっぽろ（南北線）,22427
2021-05-05,さっぽろ（東豊線）,11717
2021-05-05,大通（南北線）,18308
2021-05-05,大通（東西線）,7417
2021-05-05,大通（東豊線）,5270
2021-05-05,すすきの,6385
2021-05-06,さっぽろ（南北線）,36526
2021-05-06,さっぽろ（東豊線）,21949
2021-05-06,大通（南北線）,29602
2021-05-06,大通（東西線）,16170
2021-05-06,大通（東豊線）,10757
2021-05-06,すすきの,7056
2021-05-07,さっぽろ（南北線）,37525
2021-05-07,さっぽろ（東豊線）,22532
2021-05-07,大通（南北線）,30384
2021-05-07,大通（東西線）,16775
2021-05-07,大通（東豊線）,10959
2021-05-07,すすきの,7185
2021-05-08,さっぽろ（南北線）,24933
2021-05-08,さっぽろ（東豊線）,14222
2021-05-08,大通（南北線）,22176
2021-05-08,大通（東西線）,10026
2021-05-08,大通（東豊線）,6746
2021-05-08,すすきの,6660
2021-05-09,さっぽろ（南北線）,18393
2021-05-09,さっぽろ（東豊線）,10238
2021-05-09,大通（南北線）,16512
2021-05-09,大通（東西線）,6945
2021-05-09,大通（東豊線）,4642
2021-05-09,すすきの,5137
2021-05-10,さっぽろ（南北線）,37140
2021-05-10,さっぽろ（東豊線）,22274
2021-05-10,大通（南北線）,29186
2021-05-10,大通（東西線）,16153
2021-05-10,大通（東豊線）,10905
2021-05-10,すすきの,6776
2021-05-11,さっぽろ（南北線）,35177
2021-05-11,さっぽろ（東豊線）,21391
2021-05-11,大通（南北線）,28039
2021-05-11,大通（東西線）,15587
2021-05-11,大通（東豊線）,10580
2021-05-11,すすきの,6602
2021-05-12,さっぽろ（南北線）,33987
2021-05-12,さっぽろ（東豊線）,20206
2021-05-12,大通（南北線）,27115
2021-05-12,大通（東西線）,15290
2021-05-12,大通（東豊線）,10057
2021-05-12,すすきの,6031
2021-05-13,さっぽろ（南北線）,33016
2021-05-13,さっぽろ（東豊線）,20123
2021-05-13,大通（南北線）,26002
2021-05-13,大通（東西線）,14536
2021-05-13,大通（東豊線）,9629
2021-05-13,すすきの,5775
2021-05-14,さっぽろ（南北線）,33832
2021-05-14,さっぽろ（東豊線）,20349
2021-05-14,大通（南北線）,27079
2021-05-14,大通（東西線）,15413
2021-05-14,大通（東豊線）,10282
2021-05-14,すすきの,6148
2021-05-15,さっぽろ（南北線）,23156
2021-05-15,さっぽろ（東豊線）,12533
2021-05-15,大通（南北線）,19976
2021-05-15,大通（東西線）,9153
2021-05-15,大通（東豊線）,6275
2021-05-15,すすきの,6271
2021-05-16,さっぽろ（南北線）,16900
2021-05-16,さっぽろ（東豊線）,8798
2021-05-16,大通（南北線）,14673
2021-05-16,大通（東西線）,6022
2021-05-16,大通（東豊線）,4234
2021-05-16,すすきの,5101
2021-05-17,さっぽろ（南北線）,31845
2021-05-17,さっぽろ（東豊線）,19005
2021-05-17,大通（南北線）,25203
2021-05-17,大通（東西線）,14712
2021-05-17,大通（東豊線）,9698
2021-05-17,すすきの,5853
2021-05-18,さっぽろ（南北線）,30026
2021-05-18,さっぽろ（東豊線）,17796
2021-05-18,大通（南北線）,24038
2021-05-18,大通（東西線）,13867
2021-05-18,大通（東豊線）,9123
2021-05-18,すすきの,5349
2021-05-19,さっぽろ（南北線）,29793
2021-05-19,さっぽろ（東豊線）,18095
2021-05-19,大通（南北線）,23887
2021-05-19,大通（東西線）,13603
2021-05-19,大通（東豊線）,9215
2021-05-19,すすきの,5312
2021-05-20,さっぽろ（南北線）,30182
2021-05-20,さっぽろ（東豊線）,17974
2021-05-20,大通（南北線）,24204
2021-05-20,大通（東西線）,13932
2021-05-20,大通（東豊線）,9155
2021-05-20,すすきの,5515
2021-05-21,さっぽろ（南北線）,31861
2021-05-21,さっぽろ（東豊線）,18689
2021-05-21,大通（南北線）,25735
2021-05-21,大通（東西線）,14467
2021-05-21,大通（東豊線）,9598
2021-05-21,すすきの,5849
2021-05-22,さっぽろ（南北線）,15131
2021-05-22,さっぽろ（東豊線）,8577
2021-05-22,大通（南北線）,15105
2021-05-22,大通（東西線）,7368
2021-05-22,大通（東豊線）,5012
2021-05-22,すすきの,4628
2021-05-23,さっぽろ（南北線）,11695
2021-05-23,さっぽろ（東豊線）,6367
2021-05-23,大通（南北線）,11399
2021-05-23,大通（東西線）,5253
2021-05-23,大通（東豊線）,3507
2021-05-23,すすきの,3705
2021-05-24,さっぽろ（南北線）,30241
2021-05-24,さっぽろ（東豊線）,17879
2021-05-24,大通（南北線）,24257
2021-05-24,大通（東西線）,13754
2021-05-24,大通（東豊線）,9103
2021-05-24,すすきの,5367
2021-05-25,さっぽろ（南北線）,30602
2021-05-25,さっぽろ（東豊線）,17819
2021-05-25,大通（南北線）,24756
2021-05-25,大通（東西線）,14242
2021-05-25,大通（東豊線）,9359
2021-05-25,すすきの,5587
2021-05-26,さっぽろ（南北線）,30203
2021-05-26,さっぽろ（東豊線）,18069
2021-05-26,大通（南北線）,24442
2021-05-26,大通（東西線）,13869
2021-05-26,大通（東豊線）,9197
2021-05-26,すすきの,5485
2021-05-27,さっぽろ（南北線）,31037
2021-05-27,さっぽろ（東豊線）,18155
2021-05-27,大通（南北線）,24969
2021-05-27,大通（東西線）,13930
2021-05-27,大通（東豊線）,9281
2021-05-27,すすきの,5481
2021-05-28,さっぽろ（南北線）,33056
2021-05-28,さっぽろ（東豊線）,19571
2021-05-28,大通（南北線）,26704
2021-05-28,大通（東西線）,15090
2021-05-28,大通（東豊線）,10116
2021-05-28,すすきの,6243
2021-05-29,さっぽろ（南北線）,16950
2021-05-29,さっぽろ（東豊線）,9168
2021-05-29,大通（南北線）,16551
2021-05-29,大通（東西線）,7997
2021-05-29,大通（東豊線）,5459
2021-05-29,すすきの,5237
2021-05-30,さっぽろ（南北線）,13376
2021-05-30,さっぽろ（東豊線）,6958
2021-05-30,大通（南北線）,12936
2021-05-30,大通（東西線）,5807
2021-05-30,大通（東豊線）,4014
2021-05-30,すすきの,4398
2021-05-31,さっぽろ（南北線）,32089
2021-05-31,さっぽろ（東豊線）,18987
2021-05-31,大通（南北線）,26121
2021-05-31,大通（東西線）,14609
2021-05-31,大通（東豊線）,9667
2021-05-31,すすきの,5855
2020-01-01,さっぽろ（南北線）,22906
2020-01-01,さっぽろ（東豊線）,8243
2020-01-01,大通（南北線）,13539
2020-01-01,大通（東西線）,5182
2020-01-01,大通（東豊線）,3016
2020-01-01,すすきの,9215
2020-01-02,さっぽろ（南北線）,54501
2020-01-02,さっぽろ（東豊線）,22040
2020-01-02,大通（南北線）,35815
2020-01-02,大通（東西線）,12975
2020-01-02,大通（東豊線）,8616
2020-01-02,すすきの,15725
2020-01-03,さっぽろ（南北線）,49965
2020-01-03,さっぽろ（東豊線）,20354
2020-01-03,大通（南北線）,34801
2020-01-03,大通（東西線）,12541
2020-01-03,大通（東豊線）,8215
2020-01-03,すすきの,16934
2020-01-04,さっぽろ（南北線）,51697
2020-01-04,さっぽろ（東豊線）,22236
2020-01-04,大通（南北線）,39331
2020-01-04,大通（東西線）,15036
2020-01-04,大通（東豊線）,10019
2020-01-04,すすきの,18753
2020-01-05,さっぽろ（南北線）,43732
2020-01-05,さっぽろ（東豊線）,19419
2020-01-05,大通（南北線）,35061
2020-01-05,大通（東西線）,13264
2020-01-05,大通（東豊線）,8876
2020-01-05,すすきの,15983
2020-01-06,さっぽろ（南北線）,58825
2020-01-06,さっぽろ（東豊線）,30213
2020-01-06,大通（南北線）,46106
2020-01-06,大通（東西線）,23569
2020-01-06,大通（東豊線）,15441
2020-01-06,すすきの,17221
2020-01-07,さっぽろ（南北線）,58127
2020-01-07,さっぽろ（東豊線）,30124
2020-01-07,大通（南北線）,45168
2020-01-07,大通（東西線）,22834
2020-01-07,大通（東豊線）,15485
2020-01-07,すすきの,15830
2020-01-08,さっぽろ（南北線）,58202
2020-01-08,さっぽろ（東豊線）,30021
2020-01-08,大通（南北線）,45241
2020-01-08,大通（東西線）,22437
2020-01-08,大通（東豊線）,15544
2020-01-08,すすきの,15859
2020-01-09,さっぽろ（南北線）,58840
2020-01-09,さっぽろ（東豊線）,31894
2020-01-09,大通（南北線）,45688
2020-01-09,大通（東西線）,22811
2020-01-09,大通（東豊線）,15883
2020-01-09,すすきの,16303
2020-01-10,さっぽろ（南北線）,63971
2020-01-10,さっぽろ（東豊線）,33341
2020-01-10,大通（南北線）,50013
2020-01-10,大通（東西線）,24321
2020-01-10,大通（東豊線）,16186
2020-01-10,すすきの,19677
2020-01-11,さっぽろ（南北線）,55653
2020-01-11,さっぽろ（東豊線）,25169
2020-01-11,大通（南北線）,44240
2020-01-11,大通（東西線）,18532
2020-01-11,大通（東豊線）,12455
2020-01-11,すすきの,21086
2020-01-12,さっぽろ（南北線）,46442
2020-01-12,さっぽろ（東豊線）,20127
2020-01-12,大通（南北線）,38476
2020-01-12,大通（東西線）,14759
2020-01-12,大通（東豊線）,9936
2020-01-12,すすきの,19239
2020-01-13,さっぽろ（南北線）,41007
2020-01-13,さっぽろ（東豊線）,18726
2020-01-13,大通（南北線）,33403
2020-01-13,大通（東西線）,13450
2020-01-13,大通（東豊線）,8973
2020-01-13,すすきの,15694
2020-01-14,さっぽろ（南北線）,58660
2020-01-14,さっぽろ（東豊線）,32115
2020-01-14,大通（南北線）,44027
2020-01-14,大通（東西線）,22620
2020-01-14,大通（東豊線）,15600
2020-01-14,すすきの,16030
2020-01-15,さっぽろ（南北線）,59842
2020-01-15,さっぽろ（東豊線）,32842
2020-01-15,大通（南北線）,46283
2020-01-15,大通（東西線）,23336
2020-01-15,大通（東豊線）,15862
2020-01-15,すすきの,16825
2020-01-16,さっぽろ（南北線）,60604
2020-01-16,さっぽろ（東豊線）,33117
2020-01-16,大通（南北線）,44956
2020-01-16,大通（東西線）,23301
2020-01-16,大通（東豊線）,15764
2020-01-16,すすきの,17060
2020-01-17,さっぽろ（南北線）,65601
2020-01-17,さっぽろ（東豊線）,34196
2020-01-17,大通（南北線）,49739
2020-01-17,大通（東西線）,24686
2020-01-17,大通（東豊線）,16603
2020-01-17,すすきの,20618
2020-01-18,さっぽろ（南北線）,55849
2020-01-18,さっぽろ（東豊線）,27930
2020-01-18,大通（南北線）,45071
2020-01-18,大通（東西線）,18627
2020-01-18,大通（東豊線）,13069
2020-01-18,すすきの,22191
2020-01-19,さっぽろ（南北線）,43665
2020-01-19,さっぽろ（東豊線）,20742
2020-01-19,大通（南北線）,34848
2020-01-19,大通（東西線）,13811
2020-01-19,大通（東豊線）,9695
2020-01-19,すすきの,16770
2020-01-20,さっぽろ（南北線）,60187
2020-01-20,さっぽろ（東豊線）,32991
2020-01-20,大通（南北線）,44040
2020-01-20,大通（東西線）,22417
2020-01-20,大通（東豊線）,15320
2020-01-20,すすきの,16276
2020-01-21,さっぽろ（南北線）,60960
2020-01-21,さっぽろ（東豊線）,32960
2020-01-21,大通（南北線）,45681
2020-01-21,大通（東西線）,22835
2020-01-21,大通（東豊線）,15652
2020-01-21,すすきの,17045
2020-01-22,さっぽろ（南北線）,61513
2020-01-22,さっぽろ（東豊線）,32802
2020-01-22,大通（南北線）,47049
2020-01-22,大通（東西線）,23603
2020-01-22,大通（東豊線）,15946
2020-01-22,すすきの,17717
2020-01-23,さっぽろ（南北線）,61830
2020-01-23,さっぽろ（東豊線）,32664
2020-01-23,大通（南北線）,46351
2020-01-23,大通（東西線）,23084
2020-01-23,大通（東豊線）,15722
2020-01-23,すすきの,17753
2020-01-24,さっぽろ（南北線）,68076
2020-01-24,さっぽろ（東豊線）,34114
2020-01-24,大通（南北線）,51577
2020-01-24,大通（東西線）,24666
2020-01-24,大通（東豊線）,16109
2020-01-24,すすきの,21768
2020-01-25,さっぽろ（南北線）,56940
2020-01-25,さっぽろ（東豊線）,25732
2020-01-25,大通（南北線）,46584
2020-01-25,大通（東西線）,18846
2020-01-25,大通（東豊線）,12736
2020-01-25,すすきの,23017
2020-01-26,さっぽろ（南北線）,44344
2020-01-26,さっぽろ（東豊線）,20853
2020-01-26,大通（南北線）,36147
2020-01-26,大通（東西線）,14406
2020-01-26,大通（東豊線）,9880
2020-01-26,すすきの,17226
2020-01-27,さっぽろ（南北線）,58827
2020-01-27,さっぽろ（東豊線）,32691
2020-01-27,大通（南北線）,44556
2020-01-27,大通（東西線）,22740
2020-01-27,大通（東豊線）,15271
2020-01-27,すすきの,16867
2020-01-28,さっぽろ（南北線）,59316
2020-01-28,さっぽろ（東豊線）,32132
2020-01-28,大通（南北線）,44591
2020-01-28,大通（東西線）,22901
2020-01-28,大通（東豊線）,15522
2020-01-28,すすきの,17256
2020-01-29,さっぽろ（南北線）,58709
2020-01-29,さっぽろ（東豊線）,31483
2020-01-29,大通（南北線）,45045
2020-01-29,大通（東西線）,22470
2020-01-29,大通（東豊線）,15361
2020-01-29,すすきの,17400
2020-01-30,さっぽろ（南北線）,57837
2020-01-30,さっぽろ（東豊線）,31104
2020-01-30,大通（南北線）,43690
2020-01-30,大通（東西線）,22291
2020-01-30,大通（東豊線）,15247
2020-01-30,すすきの,16727
2020-01-31,さっぽろ（南北線）,61902
2020-01-31,さっぽろ（東豊線）,32933
2020-01-31,大通（南北線）,48030
2020-01-31,大通（東西線）,23440
2020-01-31,大通（東豊線）,15993
2020-01-31,すすきの,19726
2024-10-01,さっぽろ（南北線）,49425
2024-10-01,さっぽろ（東豊線）,26609
2024-10-01,大通（南北線）,41491
2024-10-01,大通（東西線）,20153
2024-10-01,大通（東豊線）,14784
2024-10-01,すすきの,15455
2024-10-02,さっぽろ（南北線）,49374
2024-10-02,さっぽろ（東豊線）,26490
2024-10-02,大通（南北線）,41791
2024-10-02,大通（東西線）,20275
2024-10-02,大通（東豊線）,15260
2024-10-02,すすきの,15341
2024-10-03,さっぽろ（南北線）,51398
2024-10-03,さっぽろ（東豊線）,26817
2024-10-03,大通（南北線）,42871
2024-10-03,大通（東西線）,20452
2024-10-03,大通（東豊線）,15219
2024-10-03,すすきの,16594
2024-10-04,さっぽろ（南北線）,55583
2024-10-04,さっぽろ（東豊線）,28433
2024-10-04,大通（南北線）,46813
2024-10-04,大通（東西線）,21184
2024-10-04,大通（東豊線）,15908
2024-10-04,すすきの,19444
2024-10-05,さっぽろ（南北線）,43530
2024-10-05,さっぽろ（東豊線）,18099
2024-10-05,大通（南北線）,41461
2024-10-05,大通（東西線）,16458
2024-10-05,大通（東豊線）,11270
2024-10-05,すすきの,20983
2024-10-06,さっぽろ（南北線）,38081
2024-10-06,さっぽろ（東豊線）,14721
2024-10-06,大通（南北線）,34322
2024-10-06,大通（東西線）,13655
2024-10-06,大通（東豊線）,9354
2024-10-06,すすきの,17881
2024-10-07,さっぽろ（南北線）,49572
2024-10-07,さっぽろ（東豊線）,26831
2024-10-07,大通（南北線）,40355
2024-10-07,大通（東西線）,19944
2024-10-07,大通（東豊線）,14806
2024-10-07,すすきの,15082
2024-10-08,さっぽろ（南北線）,49717
2024-10-08,さっぽろ（東豊線）,27046
2024-10-08,大通（南北線）,40969
2024-10-08,大通（東西線）,19752
2024-10-08,大通（東豊線）,14688
2024-10-08,すすきの,15438
2024-10-09,さっぽろ（南北線）,50061
2024-10-09,さっぽろ（東豊線）,26795
2024-10-09,大通（南北線）,42167
2024-10-09,大通（東西線）,20173
2024-10-09,大通（東豊線）,15270
2024-10-09,すすきの,15789
2024-10-10,さっぽろ（南北線）,51419
2024-10-10,さっぽろ（東豊線）,27219
2024-10-10,大通（南北線）,42565
2024-10-10,大通（東西線）,21103
2024-10-10,大通（東豊線）,15754
2024-10-10,すすきの,16245
2024-10-11,さっぽろ（南北線）,55091
2024-10-11,さっぽろ（東豊線）,27901
2024-10-11,大通（南北線）,46451
2024-10-11,大通（東西線）,21598
2024-10-11,大通（東豊線）,15461
2024-10-11,すすきの,19246
2024-10-12,さっぽろ（南北線）,47273
2024-10-12,さっぽろ（東豊線）,18998
2024-10-12,大通（南北線）,40714
2024-10-12,大通（東西線）,16156
2024-10-12,大通（東豊線）,11130
2024-10-12,すすきの,21286
2024-10-13,さっぽろ（南北線）,42599
2024-10-13,さっぽろ（東豊線）,16265
2024-10-13,大通（南北線）,37255
2024-10-13,大通（東西線）,13775
2024-10-13,大通（東豊線）,9410
2024-10-13,すすきの,20821
2024-10-14,さっぽろ（南北線）,35261
2024-10-14,さっぽろ（東豊線）,15528
2024-10-14,大通（南北線）,31401
2024-10-14,大通（東西線）,12159
2024-10-14,大通（東豊線）,8702
2024-10-14,すすきの,15899
2024-10-15,さっぽろ（南北線）,49654
2024-10-15,さっぽろ（東豊線）,26674
2024-10-15,大通（南北線）,41924
2024-10-15,大通（東西線）,20280
2024-10-15,大通（東豊線）,14997
2024-10-15,すすきの,15836
2024-10-16,さっぽろ（南北線）,51985
